"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"29005","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",12.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29005","5","62","74","0","2020","A","",34,309,10183823,2257985,16878,633,32940,"",0.87,1.34,1.41,1.33,1.42,1.05,1.05,"",0,0.0,-21,-6.4,-508386,-4.8,176097,8.5,2357,16.2,10,1.6,548,1.7
"29007","1","62","74","0","2020","A","",1,13,1261920,0,0,1891,98331,"",13.65,0.53,0.96,0.00,0.00,1.82,1.82,"",0,0.0,0,0.0,50103,4.1,0,0.0,0,0.0,98,5.5,5114,5.5
"29007","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",2.46,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29007","3","62","74","0","2020","A","",17,452,21989472,0,0,935,48604,"",39.13,8.23,10.21,0.00,0.00,1.24,1.24,"",0,0.0,-53,-10.5,-164014,-0.7,0,0.0,0,0.0,92,10.9,4750,10.8
"29007","5","62","74","0","2020","A","N",94,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,"N",4,4.4,0,0,0,0,0,0,0,0,0,0,0,0
"29009","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",3.13,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29009","5","62","74","0","2020","A","N",145,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,"N",13,9.8,0,0,0,0,0,0,0,0,0,0,0,0
"29011","3","62","74","0","2020","A","",3,42,1377695,47244,167,638,33197,"",13.07,1.98,1.84,1.32,1.38,0.94,0.94,"",0,0.0,0,0.0,-108447,-7.3,-11055,-19.0,-140,-45.6,-44,-6.5,-2258,-6.4
"29011","5","62","74","0","2020","A","",47,522,26133499,4284175,37885,963,50080,"",0.84,1.17,1.91,1.24,1.53,1.63,1.63,"",0,0.0,1,0.2,1925798,8.0,200794,4.9,3540,10.3,70,7.8,3646,7.9
"29013","3","62","74","0","2020","A","",4,374,18111925,853238,254,931,48417,"",12.71,15.75,21.85,25.52,2.14,1.39,1.39,"",0,0.0,3,0.8,911651,5.3,31177,3.8,-2008,-88.8,39,4.4,2045,4.4
"29013","5","62","74","0","2020","A","N",78,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29015","3","62","74","0","2020","A","",7,294,11194129,320942,0,731,38021,"",18.32,12.83,15.23,9.77,0.00,1.19,1.19,"",0,0.0,-11,-3.6,358729,3.3,-11393,-3.4,0,0.0,47,6.9,2446,6.9
"29015","5","62","74","0","2020","A","N",188,0,0,0,0,0,0,"N",2.03,0,0,0,0,0,0,"N",6,3.3,0,0,0,0,0,0,0,0,0,0,0,0
"29017","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",5.95,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29017","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",5.57,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29017","5","62","74","0","2020","A","N",80,0,0,0,0,0,0,"N",1.84,0,0,0,0,0,0,"N",-9,-10.1,0,0,0,0,0,0,0,0,0,0,0,0
"29019","1","62","74","0","2020","A","",1,1633,132856106,0,0,1565,81378,"",1.72,6.07,7.03,0.00,0.00,1.16,1.16,"",0,0.0,46,2.9,7621793,6.1,0,0.0,0,0.0,48,3.2,2470,3.1
"29019","2","62","74","0","2020","A","N",3,0,0,0,0,0,0,"N",0.93,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29019","3","62","74","0","2020","A","",9,357,14581396,0,0,786,40854,"",2.61,0.59,0.47,0.00,0.00,0.80,0.80,"",0,0.0,-3,-0.8,1766005,13.8,0,0.0,0,0.0,101,14.7,5214,14.6
"29019","5","62","74","0","2020","A","",857,10540,500592612,93941664,790664,913,47493,"",1.03,0.83,0.88,1.15,1.15,1.07,1.07,"",5,0.6,-181,-1.7,26985216,5.7,-1421329,-1.5,-13147,-1.6,63,7.4,3317,7.5
"29021","1","62","74","0","2020","A","",1,19,1530490,0,0,1542,80200,"",3.49,0.14,0.17,0.00,0.00,1.20,1.20,"",0,0.0,-1,-5.0,121872,8.7,0,0.0,0,0.0,182,13.4,9474,13.4
"29021","2","62","74","0","2020","A","N",4,0,0,0,0,0,0,"N",2.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29021","3","62","74","0","2020","A","",3,99,3730648,24324,43,723,37588,"",1.76,0.33,0.25,0.05,0.02,0.78,0.78,"",0,0.0,2,2.1,125949,3.5,-5277,-17.8,-35,-44.9,11,1.5,585,1.6
"29021","5","62","74","0","2020","A","",575,7085,383651731,40974306,348999,1041,54150,"",1.40,1.11,1.43,0.84,0.92,1.28,1.28,"",28,5.1,-19,-0.3,8432513,2.2,-3122160,-7.1,-7017,-2.0,25,2.5,1334,2.5
"29023","1","62","74","0","2020","A","",1,667,48488006,0,0,1398,72687,"",5.47,12.59,18.12,0.00,0.00,1.44,1.44,"",0,0.0,20,3.1,2207951,4.8,0,0.0,0,0.0,22,1.6,1138,1.6
"29023","2","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",1.97,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29023","3","62","74","0","2020","A","",3,75,2503619,1145457,7069,643,33456,"",2.77,0.63,0.57,5.55,7.28,0.91,0.91,"",0,0.0,-31,-29.2,-297332,-10.6,-185994,-14.0,-2326,-24.8,133,26.1,6928,26.1
"29023","5","62","74","0","2020","A","N",640,0,0,0,0,0,0,"N",2.43,0,0,0,0,0,0,"N",34,5.6,0,0,0,0,0,0,0,0,0,0,0,0
"29025","3","62","74","0","2020","A","",3,69,1793227,188935,1000,498,25895,"",19.31,5.66,4.01,10.44,10.91,0.71,0.71,"",0,0.0,-2,-2.8,89044,5.2,-16079,-7.8,-85,-7.8,34,7.3,1779,7.4
"29025","5","62","74","0","2020","A","N",22,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",-1,-4.3,0,0,0,0,0,0,0,0,0,0,0,0
"29027","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29027","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",3.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29027","5","62","74","0","2020","A","N",118,0,0,0,0,0,0,"N",0.81,0,0,0,0,0,0,"N",1,0.9,0,0,0,0,0,0,0,0,0,0,0,0
"29029","2","62","74","0","2020","A","N",0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29029","3","62","74","0","2020","A","",3,61,2401761,316587,0,763,39699,"",2.61,0.58,0.61,1.67,0.00,1.07,1.07,"",0,0.0,3,5.2,235664,10.9,3863,1.2,0,0.0,45,6.3,2352,6.3
"29029","5","62","74","0","2020","A","",207,2685,143849505,18350396,164968,1030,53570,"",0.74,1.21,1.99,1.00,0.74,1.65,1.65,"",8,4.0,-34,-1.3,2595243,1.8,-1097352,-5.6,-8526,-4.9,31,3.1,1626,3.1
"29031","1","62","74","0","2020","A","",1,34,3232013,0,0,1824,94827,"",3.02,0.29,0.45,0.00,0.00,1.57,1.57,"",0,0.0,0,0.0,246338,8.3,0,0.0,0,0.0,135,8.0,7013,8.0
"29031","2","62","74","0","2020","A","N",3,0,0,0,0,0,0,"N",1.63,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
"29031","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29031","5","62","74","0","2020","A","",793,9739,506854278,53900848,525619,1001,52046,"",1.66,1.74,2.36,1.42,1.87,1.36,1.36,"",2,0.3,-352,-3.5,12476494,2.5,212261,0.4,-26465,-4.8,59,6.3,3052,6.2
"29033","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",9.36,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29033","5","62","74","0","2020","A","N",37,0,0,0,0,0,0,"N",0.71,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",12.38,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29035","5","62","74","0","2020","A","",94,266,6114541,3021173,29890,443,23016,"",2.40,1.29,1.16,2.09,1.97,0.90,0.90,"",-2,-2.1,-7,-2.6,492160,8.8,27249,0.9,4371,17.1,47,11.9,2434,11.8
"29037","3","62","74","0","2020","A","",11,558,29479704,92771,327,1017,52878,"",6.90,3.19,4.21,0.29,0.23,1.32,1.32,"",-1,-8.3,-29,-4.9,531418,1.8,-1139,-1.2,-3,-0.9,68,7.2,3541,7.2
"29037","5","62","74","0","2020","A","",296,3133,127430871,38944456,317982,782,40678,"",0.77,0.85,0.99,1.25,1.08,1.17,1.17,"",21,7.6,-73,-2.3,5857260,4.8,-662730,-1.7,-22638,-6.6,53,7.3,2758,7.3
"29039","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",4.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29039","3","62","74","0","2020","A","N",5,0,0,0,0,0,0,"N",20.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29039","5","62","74","0","2020","A","",79,453,13684394,1586542,12742,581,30219,"",1.32,1.05,1.19,0.68,0.69,1.14,1.14,"",-2,-2.5,-9,-1.9,1017526,8.0,-134107,-7.8,-3430,-21.2,53,10.0,2787,10.2
"29041","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",10.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29041","5","62","74","0","2020","A","N",42,0,0,0,0,0,0,"N",0.88,0,0,0,0,0,0,"N",2,5.0,0,0,0,0,0,0,0,0,0,0,0,0
"29043","5","62","74","0","2020","A","",263,1408,44474982,14817405,165617,607,31582,"",0.76,0.58,0.58,0.74,0.88,1.00,1.00,"",29,12.4,-26,-1.8,1341799,3.1,-63067,-0.4,1306,0.8,28,4.8,1494,5.0
"29045","3","62","74","0","2020","A","",3,85,3127819,0,0,710,36943,"",24.38,9.24,11.57,0.00,0.00,1.26,1.26,"",0,0.0,1,1.2,351510,12.7,0,0.0,0,0.0,77,12.2,4022,12.2
"29045","5","62","74","0","2020","A","",17,77,2271413,596691,6895,566,29435,"",0.57,0.40,0.46,0.48,0.74,1.15,1.15,"",-2,-10.5,-2,-2.5,-16116,-0.7,-11557,-1.9,-1121,-14.0,10,1.8,509,1.8
"29047","2","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29047","3","62","74","0","2020","A","",8,5026,276025052,46001,0,1056,54917,"",1.93,7.42,7.84,0.04,0.00,1.06,1.06,"",0,0.0,37,0.7,18324374,7.1,-2000,-4.2,-85,-100.0,63,6.3,3265,6.3
"29047","5","62","74","0","2020","A","",938,9033,500080613,101560761,888579,1065,55362,"",0.93,0.64,0.77,0.83,0.79,1.22,1.22,"",64,7.3,-239,-2.6,19361694,4.0,-3754960,-3.6,-75884,-7.9,68,6.8,3517,6.8
"29049","1","62","74","0","2020","A","",1,5,484405,0,0,1895,98523,"",18.96,0.43,0.77,0.00,0.00,1.84,1.84,"",0,0.0,0,0.0,44479,10.1,0,0.0,0,0.0,82,4.5,4253,4.5
"29049","3","62","74","0","2020","A","",3,51,1793682,462313,1756,677,35228,"",9.59,1.93,1.74,12.38,11.69,0.91,0.91,"",0,0.0,-6,-10.5,129030,7.8,-96125,-17.2,495,39.3,112,19.8,5852,19.9
"29049","5","62","74","0","2020","A","",56,969,44963805,5431028,47430,893,46410,"",0.74,1.74,2.38,1.51,1.54,1.37,1.37,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29051","2","62","74","0","2020","A","N",3,0,0,0,0,0,0,"N",1.92,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29051","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",1.20,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29051","5","62","74","0","2020","A","",361,5810,307946314,39847637,285491,1019,52999,"",0.89,0.80,1.07,0.98,0.76,1.34,1.34,"",8,2.3,-190,-3.2,13063844,4.4,-573298,-1.4,2553,0.9,74,7.8,3849,7.8
"29053","5","62","74","0","2020","A","",68,593,19216502,5731186,47735,624,32428,"",0.87,0.92,0.94,1.24,0.97,1.03,1.03,"",0,0.0,-158,-21.0,-4277907,-18.2,-1430444,-20.0,-26641,-35.8,23,3.8,1158,3.7
"29055","3","62","74","0","2020","A","N",3,0,0,0,0,0,0,"N",6.57,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29055","5","62","74","0","2020","A","",222,1065,44352584,5984351,67378,801,41659,"",2.01,1.17,1.49,0.85,1.11,1.27,1.27,"",-1,-0.4,-50,-4.5,406712,0.9,-460723,-7.1,-6016,-8.2,43,5.7,2237,5.7
"29057","3","62","74","0","2020","A","",4,186,5158378,0,0,535,27795,"",32.15,16.76,14.45,0.00,0.00,0.86,0.86,"",0,0.0,-11,-5.6,28184,0.5,0,0.0,0,0.0,34,6.8,1764,6.8
"29057","5","62","74","0","2020","A","",26,40,1555628,443411,9835,751,39053,"",0.86,0.17,0.24,0.28,0.86,1.39,1.39,"",0,0.0,-7,-14.9,-33068,-2.1,-23697,-5.1,-1498,-13.2,104,16.1,5430,16.1
"29059","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",7.46,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29059","5","62","74","0","2020","A","N",140,0,0,0,0,0,0,"N",2.16,0,0,0,0,0,0,"N",20,16.7,0,0,0,0,0,0,0,0,0,0,0,0
"29061","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",5.68,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29061","5","62","74","0","2020","A","N",55,0,0,0,0,0,0,"N",1.29,0,0,0,0,0,0,"N",5,10.0,0,0,0,0,0,0,0,0,0,0,0,0
"29063","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",5.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29063","5","62","74","0","2020","A","",43,307,9161666,3737488,21308,575,29883,"",0.98,0.79,0.70,1.48,1.33,0.90,0.90,"",3,7.5,-22,-6.7,268035,3.0,-105917,-2.8,-2522,-10.6,54,10.4,2810,10.4
"29065","3","62","74","0","2020","A","N",3,0,0,0,0,0,0,"N",7.20,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29065","5","62","74","0","2020","A","N",316,0,0,0,0,0,0,"N",3.13,0,0,0,0,0,0,"N",19,6.4,0,0,0,0,0,0,0,0,0,0,0,0
"29067","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",12.60,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29067","5","62","74","0","2020","A","N",46,0,0,0,0,0,0,"N",1.20,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29069","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",0.94,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29069","5","62","74","0","2020","A","N",899,0,0,0,0,0,0,"N",3.50,0,0,0,0,0,0,"N",28,3.2,0,0,0,0,0,0,0,0,0,0,0,0
"29071","3","62","74","0","2020","A","",13,193,6782851,708013,0,676,35175,"",6.18,0.78,0.62,1.59,0.00,0.80,0.80,"",0,0.0,-3,-1.5,241559,3.7,20089,2.9,0,0.0,35,5.5,1829,5.5
"29071","5","62","74","0","2020","A","",522,3983,221509455,29019876,221681,1069,55609,"",1.02,0.76,1.11,0.68,0.64,1.45,1.45,"",22,4.4,-246,-5.8,1740277,0.8,-2769540,-8.7,-26529,-10.7,70,7.0,3646,7.0
"29073","3","62","74","0","2020","A","",10,309,11808585,1368905,332,735,38226,"",29.69,9.15,10.46,24.60,2.03,1.14,1.14,"",0,0.0,-6,-1.9,496701,4.4,-13152,-1.0,-2947,-89.9,45,6.5,2344,6.5
"29073","5","62","74","0","2020","A","N",83,0,0,0,0,0,0,"N",1.02,0,0,0,0,0,0,"N",9,12.2,0,0,0,0,0,0,0,0,0,0,0,0
"29075","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",6.70,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29075","3","62","74","0","2020","A","",4,25,1005617,0,0,779,40495,"",25.08,1.79,1.92,0.00,0.00,1.08,1.08,"",0,0.0,-2,-7.4,46494,4.8,0,0.0,0,0.0,87,12.6,4528,12.6
"29075","5","62","74","0","2020","A","",43,632,24342213,3989448,47168,741,38526,"",1.11,2.15,2.53,1.94,2.59,1.18,1.18,"",-1,-2.3,-57,-8.3,-539703,-2.2,-1737255,-30.3,-16412,-25.8,47,6.8,2426,6.7
"29077","1","62","74","0","2020","A","",1,592,47627773,0,0,1548,80498,"",0.89,1.22,1.52,0.00,0.00,1.25,1.25,"",0,0.0,11,1.9,2360484,5.2,0,0.0,0,0.0,49,3.3,2574,3.3
"29077","2","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29077","3","62","74","0","2020","A","",5,159,7180404,1333,0,866,45042,"",0.75,0.15,0.14,0.00,0.00,0.96,0.96,"",0,0.0,4,2.6,421822,6.2,-1367,-50.6,0,0.0,26,3.1,1344,3.1
"29077","5","62","74","0","2020","A","",1948,33196,1828156518,151389881,1504607,1059,55071,"",1.21,1.44,1.95,0.89,1.16,1.35,1.35,"",231,13.5,-93,-0.3,75724007,4.3,-301235,-0.2,-31107,-2.0,47,4.6,2428,4.6
"29079","3","62","74","0","2020","A","",3,182,5039262,0,0,532,27650,"",15.10,9.38,7.78,0.00,0.00,0.83,0.83,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29079","5","62","74","0","2020","A","",39,576,19634158,3760564,18216,656,34087,"",0.81,1.41,1.65,1.77,1.20,1.17,1.17,"",-3,-7.1,-40,-6.5,-263451,-1.3,-551885,-12.8,-5032,-21.6,35,5.6,1786,5.5
"29081","3","62","74","0","2020","A","",4,260,13192235,353100,692,975,50674,"",19.93,16.11,24.88,15.29,10.72,1.54,1.54,"",0,0.0,1,0.4,343349,2.7,-14347,-3.9,-729,-51.3,19,2.0,968,1.9
"29081","5","62","74","0","2020","A","",41,203,5864675,2223784,4863,555,28843,"",0.84,0.60,0.60,1.00,0.37,1.01,1.01,"",1,2.5,-18,-8.1,-130688,-2.2,-620242,-21.8,-2358,-32.7,32,6.1,1663,6.1
"29083","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",2.27,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29083","3","62","74","0","2020","A","",6,806,52939339,0,0,1263,65675,"",12.76,17.19,28.05,0.00,0.00,1.63,1.63,"",0,0.0,23,2.9,5348450,11.2,0,0.0,0,0.0,94,8.0,4908,8.1
"29083","5","62","74","0","2020","A","N",129,0,0,0,0,0,0,"N",1.13,0,0,0,0,0,0,"N",4,3.2,0,0,0,0,0,0,0,0,0,0,0,0
"29085","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",7.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29085","5","62","74","0","2020","A","",47,256,7853012,1826384,22687,590,30676,"",1.47,1.42,1.70,1.71,2.43,1.20,1.20,"",2,4.4,15,6.2,989664,14.4,187822,11.5,364,1.6,42,7.7,2168,7.6
"29087","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",7.91,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29087","5","62","74","0","2020","A","",19,140,5009653,1314740,6535,687,35741,"",0.62,0.82,0.84,1.00,0.73,1.03,1.03,"",0,0.0,-8,-5.4,629510,14.4,-370618,-22.0,-3267,-33.3,118,20.7,6145,20.8
"29089","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",12.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29089","5","62","74","0","2020","A","N",31,0,0,0,0,0,0,"N",0.83,0,0,0,0,0,0,"N",-2,-6.1,0,0,0,0,0,0,0,0,0,0,0,0
"29091","1","62","74","0","2020","A","",1,31,2736877,0,0,1675,87115,"",6.47,0.71,1.27,0.00,0.00,1.75,1.76,"",0,0.0,1,3.3,187801,7.4,0,0.0,0,0.0,63,3.9,3310,3.9
"29091","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.17,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29091","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",2.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29091","5","62","74","0","2020","A","",344,3335,137498218,17105447,225141,793,41229,"",1.55,1.62,2.13,1.24,2.19,1.31,1.31,"",25,7.8,-92,-2.7,4554903,3.4,1238812,7.8,14779,7.0,47,6.3,2435,6.3
"29093","3","62","74","0","2020","A","N",4,0,0,0,0,0,0,"N",10.35,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29093","5","62","74","0","2020","A","",333,793,14872009,6466392,85778,361,18762,"",3.56,1.71,0.92,1.85,2.93,0.54,0.53,"",31,10.3,-28,-3.4,-159495,-1.1,37060,0.6,18551,27.6,9,2.6,461,2.5
"29095","1","62","74","0","2020","A","",1,2063,183108810,0,0,1707,88762,"",0.37,1.96,2.06,0.00,0.00,1.05,1.05,"",0,0.0,64,3.2,17688386,10.7,0,0.0,0,0.0,115,7.2,5997,7.2
"29095","2","62","74","0","2020","A","N",4,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29095","3","62","74","0","2020","A","",11,4796,266721956,0,0,1069,55612,"",0.69,2.02,1.84,0.00,0.00,0.91,0.91,"",-1,-8.3,89,1.9,8693447,3.4,0,0.0,0,0.0,15,1.4,789,1.4
"29095","5","62","74","0","2020","A","",6757,52324,2907637804,450804842,4376870,1069,55570,"",1.74,1.05,1.09,1.16,1.25,1.04,1.04,"",575,9.3,-1963,-3.6,5246462,0.2,-17775456,-3.8,-176051,-3.9,41,4.0,2106,3.9
"29097","2","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29097","3","62","74","0","2020","A","",9,174,6387797,1563038,7061,706,36711,"",3.81,0.48,0.42,2.44,3.20,0.88,0.88,"",0,0.0,3,1.8,538674,9.2,-1287,-0.1,-109,-1.5,49,7.5,2539,7.4
"29097","5","62","74","0","2020","A","",698,7197,310364501,45515828,466208,829,43126,"",1.22,0.94,1.10,0.74,1.03,1.18,1.18,"",48,7.4,-226,-3.0,7844332,2.6,472140,1.0,7748,1.7,45,5.7,2372,5.8
"29099","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29099","3","62","74","0","2020","A","",10,320,16107341,864385,3044,968,50349,"",3.25,1.04,1.27,1.71,1.37,1.22,1.22,"",0,0.0,-15,-4.5,754613,4.9,-56066,-6.1,-1817,-37.4,86,9.8,4497,9.8
"29099","5","62","74","0","2020","A","",850,6408,287678876,54875441,482360,863,44897,"",1.14,0.99,1.24,1.13,1.06,1.24,1.24,"",18,2.2,-317,-4.7,4134586,1.5,-3001330,-5.2,-7692,-1.6,52,6.4,2736,6.5
"29101","1","62","74","0","2020","A","",4,82,3321815,0,0,777,40428,"",29.59,1.80,1.33,0.00,0.00,0.74,0.74,"",0,0.0,-3,-3.5,163265,5.2,0,0.0,0,0.0,64,9.0,3378,9.1
"29101","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.33,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29101","3","62","74","0","2020","A","N",3,0,0,0,0,0,0,"N",3.74,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29101","5","62","74","0","2020","A","",253,1371,41291833,15316589,119835,579,30120,"",1.30,0.63,0.55,1.19,0.85,0.87,0.87,"",32,14.5,48,3.6,6141476,17.5,776829,5.3,8643,7.8,68,13.3,3550,13.4
"29103","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",26.69,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29103","5","62","74","0","2020","A","N",11,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,"N",1,10.0,0,0,0,0,0,0,0,0,0,0,0,0
"29105","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.72,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29105","5","62","74","0","2020","A","",134,1519,62473309,9531244,93370,791,41121,"",0.95,0.83,1.05,0.61,0.42,1.27,1.27,"",8,6.3,-52,-3.3,2226199,3.7,320773,3.5,1813,2.0,53,7.2,2765,7.2
"29107","2","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",3.47,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29107","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",3.25,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"29107","5","62","74","0","2020","A","N",157,0,0,0,0,0,0,"N",1.05,0,0,0,0,0,0,"N",10,6.8,0,0,0,0,0,0,0,0,0,0,0,0
